date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,
02.08.15,3819.5,364.0,146.9,3308.5,870.8,215.6,35.9,4430.8,89.5,1193.0,433.3,352.8,72.8,8.0,2281.5,3391.9,379.7,42.5,4.8,0.6,0.0,3819.5,1538.0,45.0,540.1,12.0,16.3,
02.07.15,3231.3,285.9,159.2,2786.3,974.1,324.1,56.0,4140.5,114.8,779.4,581.0,352.8,72.8,10.9,2228.7,2869.6,321.2,36.0,4.0,0.5,0.0,3231.3,1002.6,48.1,577.0,12.0,20.7,
02.06.15,5207.5,299.3,112.8,4795.4,1554.9,505.5,56.3,6912.1,60.4,919.6,573.7,352.8,72.8,8.6,4924.2,4624.6,517.6,57.9,6.5,0.8,0.0,5207.5,283.3,40.6,487.8,12.0,10.2,
02.05.15,4012.5,407.7,113.7,3491.1,1223.4,290.5,69.6,5074.6,87.9,847.2,479.6,352.8,72.8,3.6,3230.7,3563.4,398.9,44.6,5.0,0.6,0.0,4012.5,781.8,44.6,535.6,12.0,15.3,
02.04.15,2565.6,391.2,361.5,1812.8,1587.3,515.7,40.1,3955.9,112.1,802.9,449.8,352.8,72.8,9.6,2155.8,2278.4,255.0,28.5,3.2,0.4,0.0,2565.6,409.7,43.1,517.2,12.0,28.5,
02.03.15,4805.4,363.0,69.5,4372.8,1725.6,359.7,31.2,6489.3,79.7,947.6,452.0,352.8,72.8,10.1,4574.2,4267.5,477.7,53.5,6.0,0.8,0.0,4805.4,231.2,45.4,544.7,12.0,12.5,
02.02.15,4004.2,427.6,67.9,3508.7,1109.6,393.3,27.5,5039.1,68.5,1096.9,472.0,352.8,72.8,7.8,2968.2,3556.0,398.0,44.6,5.0,0.6,0.0,4004.2,1036.0,40.5,485.9,12.0,13.8,
02.01.15,2584.9,289.4,46.2,2249.3,550.5,5.3,46.1,2851.1,108.6,1043.3,493.2,352.8,72.8,2.5,777.8,2295.6,257.0,28.8,3.2,0.4,0.0,2584.9,1807.1,44.9,538.2,12.0,23.9,
01.31.15,3197.8,225.8,268.2,2703.8,278.6,19.5,28.5,3030.4,108.8,781.0,587.8,352.8,72.8,9.5,1117.7,2839.8,317.9,35.6,4.0,0.5,0.0,3197.8,2080.1,41.4,497.0,12.0,18.4,
01.30.15,4321.0,309.9,355.5,3655.5,1435.2,432.4,52.4,5575.6,94.9,877.5,429.8,352.8,72.8,8.1,3739.7,3837.3,429.5,48.1,5.4,0.7,0.0,4321.0,581.2,41.9,503.4,12.0,13.8,
01.29.15,4150.6,345.5,414.0,3391.2,1143.5,569.5,22.5,5126.7,77.1,792.2,556.0,352.8,72.8,4.9,3270.9,3686.0,412.6,46.2,5.2,0.7,0.0,4150.6,879.6,40.7,488.3,12.0,14.4,
01.28.15,4087.1,222.2,242.9,3622.0,1071.6,144.1,2.0,4839.7,106.8,884.2,527.5,352.8,72.8,5.1,2890.4,3629.6,406.3,45.5,5.1,0.6,0.0,4087.1,1196.6,41.1,493.7,12.0,13.6,
01.27.15,4783.4,285.0,155.9,4342.4,1430.7,392.3,9.2,6174.6,125.3,970.1,454.2,352.8,72.8,8.3,4191.2,4247.9,475.5,53.2,6.0,0.8,0.0,4783.4,592.1,43.0,515.8,12.0,11.9,
01.26.15,5991.0,263.1,146.5,5581.5,420.0,190.0,7.2,6198.6,75.0,1137.7,449.7,352.8,72.8,3.5,4107.0,5320.4,595.5,66.7,7.5,0.9,0.0,5991.0,1884.0,40.2,481.9,12.0,8.6,
01.25.15,2673.5,314.1,434.1,1925.2,1764.2,515.5,64.0,4269.0,53.8,766.1,556.8,352.8,72.8,5.6,2461.0,2374.2,265.8,29.7,3.3,0.4,0.0,2673.5,212.5,43.7,525.0,12.0,27.3,
01.24.15,4495.5,324.1,50.5,4120.8,1417.5,13.0,12.2,5563.5,70.8,1106.4,460.6,352.8,72.8,8.0,3492.1,3992.3,446.9,50.0,5.6,0.7,0.0,4495.5,1003.4,46.2,554.1,12.0,13.4,
01.23.15,3929.9,339.0,206.4,3384.6,1353.5,335.5,67.3,5140.8,95.1,969.8,432.8,352.8,72.8,10.8,3206.7,3490.0,390.7,43.7,4.9,0.6,0.0,3929.9,723.2,43.1,517.5,12.0,15.3,
01.22.15,4820.6,221.2,435.6,4163.9,410.3,359.6,14.8,4948.6,96.6,1093.2,546.3,352.8,72.8,8.7,2778.2,4281.1,479.2,53.6,6.0,0.8,0.0,4820.6,2042.5,40.5,486.2,12.0,11.7,
01.21.15,5583.7,393.2,204.1,4986.4,1716.9,244.4,39.3,6987.1,73.6,956.6,578.6,352.8,72.8,4.7,4947.9,4958.7,555.0,62.1,7.0,0.9,0.0,5583.7,635.8,41.9,502.6,12.0,10.1,
01.20.15,4584.8,396.5,175.6,4012.7,886.0,47.5,68.4,5014.6,62.6,894.7,584.5,352.8,72.8,3.4,3043.8,4071.6,455.8,51.0,5.7,0.7,0.0,4584.8,1541.0,49.3,591.6,12.0,14.7,
01.19.15,4484.9,432.6,318.4,3734.0,1780.4,159.2,13.9,5687.6,57.1,774.5,602.4,352.8,72.8,6.2,3821.9,3982.9,445.8,49.9,5.6,0.7,0.0,4484.9,663.1,45.7,548.0,12.0,14.7,
01.18.15,5701.2,302.2,278.8,5120.2,1446.2,366.4,34.8,6967.6,80.0,854.2,491.4,352.8,72.8,9.1,5107.3,5063.0,566.7,63.4,7.1,0.9,0.0,5701.2,593.9,45.1,540.9,12.0,10.6,
01.17.15,2957.3,379.3,335.7,2242.3,1752.2,572.6,33.0,4600.0,75.2,848.5,564.2,352.8,72.8,10.3,2676.2,2626.3,294.0,32.9,3.7,0.5,0.0,2957.3,281.1,43.6,523.6,12.0,23.4,
01.16.15,3170.5,339.0,80.3,2751.3,1505.3,415.9,28.5,4701.0,122.4,845.4,440.0,352.8,72.8,7.4,2860.2,2815.6,315.2,35.3,3.9,0.5,0.0,3170.5,310.3,43.0,516.4,12.0,18.8,
01.15.15,4002.6,239.2,434.0,3329.4,1082.6,307.0,68.7,4787.8,69.6,1064.8,436.5,352.8,72.8,9.6,2781.7,3554.6,397.9,44.5,5.0,0.6,0.0,4002.6,1220.9,48.7,584.4,12.0,17.6,
01.14.15,3833.6,251.1,241.2,3341.4,1520.3,47.0,13.8,4922.4,78.0,1088.0,553.3,352.8,72.8,3.8,2773.7,3404.5,381.1,42.7,4.8,0.6,0.0,3833.6,1059.9,49.6,595.1,12.0,17.8,
01.13.15,3197.6,269.7,66.1,2861.8,1576.8,160.3,34.6,4633.5,51.3,810.8,469.0,352.8,72.8,3.6,2873.2,2839.7,317.9,35.6,4.0,0.5,0.0,3197.6,324.4,46.1,553.4,12.0,19.3,
01.12.15,3750.6,421.4,285.0,3044.3,1379.1,406.0,29.6,4859.1,76.9,775.2,456.2,352.8,72.8,3.8,3121.4,3330.8,372.8,41.7,4.7,0.6,0.0,3750.6,629.3,48.2,577.9,12.0,19.0,
01.11.15,5292.1,293.8,88.7,4909.5,1412.7,370.7,56.1,6749.0,106.3,811.4,593.2,352.8,72.8,7.7,4804.9,4699.7,526.1,58.9,6.6,0.8,0.0,5292.1,487.1,42.7,512.9,12.0,10.4,
01.10.15,5180.2,367.3,69.2,4743.7,674.9,31.3,14.5,5464.4,83.6,835.7,472.6,352.8,72.8,2.9,3644.0,4600.4,514.9,57.6,6.5,0.8,0.0,5180.2,1536.2,47.0,564.0,12.0,11.9,
01.09.15,5063.0,430.2,286.8,4346.0,742.5,469.0,50.0,5607.5,84.9,864.6,504.4,352.8,72.8,6.3,3721.6,4496.3,503.3,56.3,6.3,0.8,0.0,5063.0,1341.4,40.3,483.0,12.0,11.1,
01.08.15,3146.6,321.5,280.8,2544.3,1377.1,433.0,54.6,4409.0,59.7,1069.1,456.8,352.8,72.8,5.3,2392.5,2794.4,312.8,35.0,3.9,0.5,0.0,3146.6,754.1,44.0,528.5,12.0,20.8,
01.07.15,4439.7,269.4,159.1,4011.3,710.5,228.4,13.8,4963.9,101.4,892.4,601.1,352.8,72.8,3.3,2940.1,3942.8,441.3,49.4,5.5,0.7,0.0,4439.7,1499.6,45.1,540.7,12.0,13.5,
01.06.15,2651.3,270.3,184.1,2196.9,1545.6,513.3,15.0,4270.8,102.7,918.3,445.1,352.8,72.8,5.2,2373.9,2354.6,263.6,29.5,3.3,0.4,0.0,2651.3,277.4,48.5,582.1,12.0,26.5,
01.05.15,5151.2,311.3,307.5,4532.4,716.4,331.8,44.6,5625.2,52.4,1023.6,486.5,352.8,72.8,3.6,3633.5,4574.6,512.0,57.3,6.4,0.8,0.0,5151.2,1517.6,47.7,572.4,12.0,12.6,
01.04.15,3590.2,264.6,269.2,3056.3,1339.0,18.9,37.4,4451.7,103.6,1089.3,587.9,352.8,72.8,10.0,2235.2,3188.3,356.9,39.9,4.5,0.6,0.0,3590.2,1355.0,49.4,592.8,12.0,19.4,
01.03.15,3277.8,290.3,330.1,2657.3,1412.6,272.5,15.2,4357.7,82.0,870.4,440.3,352.8,72.8,9.0,2530.4,2910.9,325.8,36.5,4.1,0.5,0.0,3277.8,747.4,44.1,529.5,12.0,19.9,
01.02.15,3647.2,306.7,375.9,2964.6,1802.6,227.1,54.6,5048.9,82.3,934.3,542.5,352.8,72.8,4.1,3060.1,3238.9,362.5,40.6,4.5,0.6,0.0,3647.2,587.1,40.4,484.7,12.0,16.3,
01.01.15,5654.6,348.3,369.5,4936.8,1035.9,37.6,46.9,6057.2,62.7,924.3,489.3,352.8,72.8,5.8,4149.5,5021.6,562.1,62.9,7.0,0.9,0.0,5654.6,1505.0,48.4,581.2,12.0,11.8,
12.31.14,4508.3,238.7,433.0,3836.6,1184.7,592.3,3.6,5617.3,112.4,1190.4,553.3,352.8,72.8,10.4,3325.2,4003.7,448.1,50.2,5.6,0.7,0.0,4508.3,1183.1,40.9,491.0,12.0,12.8,
12.30.14,3142.6,292.1,266.4,2584.2,804.3,532.0,68.2,3988.7,69.2,1190.9,447.2,352.8,72.8,8.9,1846.9,2790.9,312.4,35.0,3.9,0.5,0.0,3142.6,1295.7,47.3,568.1,12.0,22.0,
12.29.14,3208.6,249.1,154.8,2804.8,296.8,566.8,12.3,3680.7,88.5,782.3,535.5,352.8,72.8,9.6,1839.2,2849.5,318.9,35.7,4.0,0.5,0.0,3208.6,1369.4,45.9,551.2,12.0,19.7,
12.28.14,5626.1,391.7,169.5,5065.0,1114.4,498.8,68.2,6746.3,94.3,816.7,492.5,352.8,72.8,10.2,4907.0,4996.4,559.3,62.6,7.0,0.9,0.0,5626.1,719.1,44.8,537.4,12.0,10.6,
12.27.14,5159.4,436.1,361.1,4362.2,980.2,546.6,36.3,5925.3,61.4,932.4,573.4,352.8,72.8,7.7,3924.8,4581.9,512.9,57.4,6.4,0.8,0.0,5159.4,1234.7,41.2,494.2,12.0,11.3,
12.26.14,5961.1,283.3,150.3,5527.5,1175.6,523.1,71.4,7297.6,67.0,1039.5,572.4,352.8,72.8,6.2,5186.8,5293.9,592.6,66.3,7.4,0.9,0.0,5961.1,774.3,48.2,578.5,12.0,10.5,
12.25.14,6024.3,398.0,181.2,5445.1,870.8,506.6,61.4,6883.8,63.6,1040.3,545.8,352.8,72.8,10.2,4798.3,5350.0,598.8,67.0,7.5,0.9,0.0,6024.3,1226.0,50.0,599.7,12.0,11.0,
12.24.14,5150.4,310.9,64.8,4774.7,1673.7,584.5,52.3,7085.1,58.3,903.9,524.8,352.8,72.8,10.0,5162.5,4573.9,512.0,57.3,6.4,0.8,0.0,5150.4,-12.1,40.5,485.7,12.0,10.2,
12.23.14,4056.0,379.6,259.7,3416.7,1087.9,330.5,69.6,4904.7,81.0,1173.6,444.1,352.8,72.8,7.4,2772.9,3602.0,403.2,45.1,5.1,0.6,0.0,4056.0,1283.0,47.9,574.4,12.0,16.8,
12.22.14,4038.7,349.1,122.0,3567.5,524.5,323.1,74.7,4489.9,108.2,1014.6,552.9,352.8,72.8,4.4,2384.2,3586.6,401.5,44.9,5.0,0.6,0.0,4038.7,1654.5,44.3,531.6,12.0,14.9,
12.21.14,5496.9,312.3,417.1,4767.5,915.7,378.4,74.4,6136.0,116.5,801.4,533.3,352.8,72.8,2.8,4256.4,4881.6,546.4,61.2,6.8,0.9,0.0,5496.9,1240.4,48.1,576.8,12.0,12.1,
12.20.14,4683.2,328.3,123.3,4231.5,1737.9,52.2,7.6,6029.2,56.3,853.3,572.8,352.8,72.8,6.5,4114.7,4159.0,465.5,52.1,5.8,0.7,0.0,4683.2,568.5,46.7,559.8,12.0,13.2,
12.19.14,4221.2,403.8,213.4,3604.1,752.7,449.7,3.0,4809.4,115.1,800.7,476.4,352.8,72.8,5.6,2986.0,3748.7,419.6,47.0,5.3,0.7,0.0,4221.2,1235.2,42.4,509.0,12.0,14.1,
12.18.14,4658.0,236.3,257.5,4164.2,1580.0,499.1,60.5,6303.8,120.6,1009.2,428.3,352.8,72.8,7.0,4313.0,4136.6,463.0,51.8,5.8,0.7,0.0,4658.0,345.0,41.0,492.3,12.0,11.8,
12.17.14,4908.1,439.9,334.8,4133.3,268.8,44.7,0.3,4447.1,92.9,966.8,587.0,352.8,72.8,6.4,2368.5,4358.7,487.9,54.6,6.1,0.8,0.0,4908.1,2539.5,48.4,581.4,12.0,14.1,
12.16.14,4878.2,421.7,143.1,4313.4,775.4,154.0,35.7,5278.6,109.6,955.2,557.0,352.8,72.8,10.1,3221.1,4332.2,484.9,54.3,6.1,0.8,0.0,4878.2,1657.1,40.6,487.2,12.0,11.3,
12.15.14,3001.8,338.3,284.8,2378.7,1465.5,264.2,58.0,4166.4,59.5,827.3,553.8,352.8,72.8,6.8,2293.5,2665.8,298.4,33.4,3.7,0.5,0.0,3001.8,708.3,49.0,588.0,12.0,24.7,
12.14.14,5105.3,328.8,118.1,4658.4,272.5,369.8,43.6,5344.4,110.2,782.2,569.5,352.8,72.8,11.0,3445.8,4533.9,507.5,56.8,6.4,0.8,0.0,5105.3,1659.5,43.1,516.8,12.0,11.1,
12.13.14,3873.7,406.5,410.6,3056.7,299.4,0.4,5.5,3362.0,92.3,1025.2,582.6,352.8,72.8,4.9,1231.4,3440.1,385.1,43.1,4.8,0.6,0.0,3873.7,2642.3,40.0,480.2,12.0,15.7,
12.12.14,4767.3,407.1,166.1,4194.1,1452.8,518.4,20.9,6186.2,104.8,1200.0,601.7,352.8,72.8,9.8,3844.2,4233.6,473.9,53.0,5.9,0.7,0.0,4767.3,923.0,50.0,599.5,12.0,14.3,
12.11.14,5779.8,315.7,308.6,5155.4,618.6,310.2,71.8,6156.1,122.4,951.2,455.8,352.8,72.8,5.0,4196.1,5132.8,574.5,64.3,7.2,0.9,0.0,5779.8,1583.7,48.2,577.9,12.0,11.2,
12.10.14,4086.0,373.6,411.3,3301.1,280.1,357.6,45.6,3984.4,115.2,862.1,525.2,352.8,72.8,6.6,2049.6,3628.7,406.2,45.5,5.1,0.6,0.0,4086.0,2036.4,41.9,502.7,12.0,15.2,
12.09.14,5523.1,274.2,417.2,4831.7,1030.8,549.7,73.1,6485.3,114.7,1161.6,586.1,352.8,72.8,6.5,4190.8,4904.9,549.0,61.5,6.9,0.9,0.0,5523.1,1332.3,40.3,483.6,12.0,10.0,
12.08.14,3314.3,305.4,223.0,2786.0,1800.0,456.0,28.3,5070.3,74.8,801.8,542.5,352.8,72.8,3.4,3222.2,2943.3,329.5,36.9,4.1,0.5,0.0,3314.3,92.1,47.3,567.6,12.0,20.4,
12.07.14,4491.7,418.9,323.2,3749.6,1160.8,286.7,74.8,5272.0,88.0,833.4,438.4,352.8,72.8,8.8,3477.9,3988.9,446.5,50.0,5.6,0.7,0.0,4491.7,1013.8,47.3,567.1,12.0,15.1,
12.06.14,3673.8,281.3,166.8,3225.7,1164.2,597.0,48.1,5035.1,67.7,1019.7,508.4,352.8,72.8,7.6,3006.1,3262.6,365.2,40.9,4.6,0.6,0.0,3673.8,667.7,46.0,551.5,12.0,17.1,
12.05.14,4857.8,408.6,307.3,4141.9,894.2,187.2,48.5,5271.8,93.5,801.3,518.3,352.8,72.8,4.2,3428.9,4314.0,482.9,54.1,6.1,0.8,0.0,4857.8,1428.9,43.0,515.7,12.0,12.5,
12.04.14,5283.9,295.8,327.2,4660.9,505.8,360.1,34.0,5560.8,94.0,1164.8,593.6,352.8,72.8,7.5,3275.3,4692.5,525.2,58.8,6.6,0.8,0.0,5283.9,2008.6,49.9,598.5,12.0,12.8,
12.03.14,5652.5,281.0,269.8,5101.7,1650.6,601.2,45.9,7399.4,93.3,1128.5,433.8,352.8,72.8,10.8,5307.5,5019.8,561.9,62.9,7.0,0.9,0.0,5652.5,345.0,46.3,555.8,12.0,10.9,
12.02.14,5888.9,402.5,330.3,5156.1,1583.8,413.6,49.7,7203.2,100.5,913.7,560.5,352.8,72.8,5.8,5196.9,5229.7,585.4,65.5,7.3,0.9,0.0,5888.9,691.9,43.8,525.2,12.0,10.2,
12.01.14,2644.0,437.1,197.8,2009.1,1807.1,592.5,35.9,4444.6,124.1,1012.0,459.0,352.8,72.8,3.8,2419.9,2348.1,262.8,29.4,3.3,0.4,0.0,2644.0,224.1,47.5,570.3,12.0,28.4,
11.30.14,5516.7,339.0,63.1,5114.6,1050.7,207.3,48.1,6420.8,80.3,1192.3,543.6,352.8,72.8,7.8,4171.3,4899.2,548.4,61.4,6.9,0.9,0.0,5516.7,1345.4,42.7,512.2,12.0,10.0,
11.29.14,4257.5,270.9,392.0,3594.6,296.7,148.3,57.2,4096.9,67.4,916.3,442.5,352.8,72.8,8.9,2236.1,3780.9,423.2,47.4,5.3,0.7,0.0,4257.5,2021.4,43.9,526.7,12.0,14.7,
11.28.14,5076.8,400.9,294.3,4381.6,1783.2,170.5,49.5,6384.8,72.7,792.9,422.6,352.8,72.8,8.9,4662.1,4508.5,504.7,56.5,6.3,0.8,0.0,5076.8,414.7,47.3,567.2,12.0,12.9,
11.27.14,4163.9,275.5,303.9,3584.5,726.1,235.2,33.3,4579.2,102.8,942.2,532.3,352.8,72.8,5.1,2571.2,3697.8,413.9,46.3,5.2,0.7,0.0,4163.9,1592.8,48.1,576.9,12.0,16.1,
11.26.14,4184.9,380.5,363.8,3440.6,766.0,557.7,11.5,4775.7,60.0,1174.5,425.6,352.8,72.8,7.0,2683.1,3716.4,416.0,46.6,5.2,0.7,0.0,4184.9,1501.8,43.7,524.2,12.0,15.2,
11.25.14,4138.8,353.3,308.6,3476.9,944.0,341.3,67.9,4830.1,71.2,1014.9,603.1,352.8,72.8,10.3,2705.1,3675.5,411.4,46.1,5.2,0.6,0.0,4138.8,1433.7,45.8,549.0,12.0,15.8,
11.24.14,5365.9,357.4,342.5,4666.0,1259.6,177.6,62.6,6165.9,103.8,991.1,512.9,352.8,72.8,4.3,4128.2,4765.3,533.4,59.7,6.7,0.8,0.0,5365.9,1237.7,45.5,546.1,12.0,11.7,
11.23.14,3152.1,357.6,107.6,2686.9,706.1,240.8,1.9,3635.6,87.8,1063.9,450.4,352.8,72.8,8.1,1599.8,2799.3,313.3,35.1,3.9,0.5,0.0,3152.1,1552.3,43.3,519.2,12.0,19.3,
11.22.14,3479.3,399.1,265.5,2814.7,1699.7,462.2,17.4,4994.0,104.4,957.8,602.3,352.8,72.8,5.8,2898.2,3089.9,345.9,38.7,4.3,0.5,0.0,3479.3,581.1,41.6,499.2,12.0,17.7,
11.21.14,3694.6,363.2,219.5,3111.9,1724.4,304.5,28.3,5169.1,110.4,1191.1,482.8,352.8,72.8,6.6,2952.6,3281.1,367.3,41.1,4.6,0.6,0.0,3694.6,742.0,40.8,489.6,12.0,15.7,
11.20.14,3349.1,348.6,172.4,2828.1,595.1,551.5,51.1,4026.0,88.1,1079.8,457.0,352.8,72.8,4.9,1970.4,2974.3,332.9,37.3,4.2,0.5,0.0,3349.1,1378.7,42.1,505.1,12.0,17.9,
11.19.14,3595.4,314.9,269.8,3010.7,863.1,312.5,4.7,4191.0,122.5,995.4,582.7,352.8,72.8,10.2,2054.6,3193.0,357.4,40.0,4.5,0.6,0.0,3595.4,1540.9,41.3,495.8,12.0,16.5,
11.18.14,4338.4,425.0,48.1,3865.3,834.8,576.2,50.1,5326.5,56.6,793.9,589.3,352.8,72.8,8.4,3452.7,3852.8,431.3,48.3,5.4,0.7,0.0,4338.4,885.7,42.9,515.2,12.0,13.3,
11.17.14,3341.1,234.2,156.0,2950.8,892.6,127.6,69.7,4040.7,107.1,929.8,555.5,352.8,72.8,3.2,2019.5,2967.1,332.1,37.2,4.2,0.5,0.0,3341.1,1321.7,49.8,597.6,12.0,20.3,
11.16.14,3551.9,386.2,75.9,3089.8,342.9,289.4,16.9,3739.0,114.3,876.1,595.1,352.8,72.8,6.6,1721.3,3154.3,353.1,39.5,4.4,0.6,0.0,3551.9,1830.6,46.1,553.1,12.0,17.9,
11.15.14,4088.9,326.5,124.1,3638.2,1405.4,520.2,50.2,5614.0,62.7,808.4,509.8,352.8,72.8,5.0,3802.4,3631.2,406.5,45.5,5.1,0.6,0.0,4088.9,286.4,41.0,491.6,12.0,13.5,
11.14.14,2854.4,301.6,312.1,2240.7,1736.1,394.4,38.9,4410.1,118.6,1112.4,558.5,352.8,72.8,9.8,2185.3,2534.9,283.7,31.8,3.6,0.4,0.0,2854.4,669.1,41.4,496.2,12.0,22.1,
11.13.14,4579.8,281.6,382.4,3915.8,342.0,475.2,3.3,4736.4,68.8,1006.2,569.1,352.8,72.8,5.3,2661.2,4067.1,455.2,51.0,5.7,0.7,0.0,4579.8,1918.5,48.8,585.9,12.0,15.0,
11.12.14,4095.9,360.9,149.8,3585.2,1465.5,464.0,12.2,5527.0,117.8,798.1,496.7,352.8,72.8,4.4,3684.4,3637.4,407.1,45.6,5.1,0.6,0.0,4095.9,411.5,45.3,543.5,12.0,15.2,
11.11.14,4255.7,305.3,267.1,3683.2,1465.8,498.9,56.2,5704.1,111.3,1044.4,548.3,352.8,72.8,8.0,3566.5,3779.3,423.0,47.4,5.3,0.7,0.0,4255.7,689.2,41.1,493.3,12.0,13.4,
11.10.14,2820.0,366.2,389.1,2064.7,421.9,531.9,36.4,3054.9,117.4,937.0,445.1,352.8,72.8,3.4,1126.3,2504.3,280.3,31.4,3.5,0.4,0.0,2820.0,1693.7,40.4,484.9,12.0,23.5,
11.09.14,5648.7,231.9,392.9,5023.8,650.5,163.5,66.3,5904.2,78.7,1005.0,427.3,352.8,72.8,9.1,3958.5,5016.4,561.5,62.9,7.0,0.9,0.0,5648.7,1690.2,40.7,488.1,12.0,9.7,
11.08.14,4629.3,428.8,342.8,3857.6,770.3,194.7,49.8,4872.4,70.4,843.8,545.4,352.8,72.8,4.1,2983.1,4111.1,460.2,51.5,5.8,0.7,0.0,4629.3,1646.2,49.8,597.5,12.0,15.5,
11.07.14,2720.0,390.7,248.5,2080.7,1183.6,501.3,10.3,3776.0,119.4,953.7,469.9,352.8,72.8,2.7,1804.8,2415.5,270.4,30.3,3.4,0.4,0.0,2720.0,915.2,44.6,534.9,12.0,25.7,
11.06.14,5344.3,312.1,319.2,4713.0,921.3,441.7,70.0,6146.0,113.8,854.9,460.5,352.8,72.8,2.5,4288.6,4746.1,531.2,59.5,6.7,0.8,0.0,5344.3,1055.6,49.0,588.3,12.0,12.5,
11.05.14,5416.2,223.6,183.5,5009.1,1458.7,230.8,1.6,6700.1,59.3,1167.1,507.4,352.8,72.8,3.5,4537.3,4810.0,538.4,60.3,6.7,0.9,0.0,5416.2,878.9,48.7,584.0,12.0,11.7,
11.04.14,5571.2,244.6,163.5,5163.2,336.6,297.1,16.9,5813.8,71.7,789.4,585.0,352.8,72.8,3.0,3939.1,4947.6,553.8,62.0,6.9,0.9,0.0,5571.2,1632.2,44.9,538.5,12.0,10.4,
11.03.14,5876.1,342.5,160.8,5372.7,1695.7,33.9,41.9,7144.3,61.9,949.5,549.5,352.8,72.8,6.5,5151.3,5218.4,584.1,65.4,7.3,0.9,0.0,5876.1,724.8,41.4,497.4,12.0,9.3,
11.02.14,5089.8,272.4,352.2,4465.1,1359.0,45.0,11.1,5880.1,98.4,1168.8,486.5,352.8,72.8,6.9,3693.9,4520.1,505.9,56.6,6.3,0.8,0.0,5089.8,1395.9,43.2,518.8,12.0,11.6,
11.01.14,2833.7,405.4,61.3,2367.0,1327.4,523.6,0.1,4218.1,105.2,1111.3,426.1,352.8,72.8,7.7,2142.1,2516.5,281.7,31.5,3.5,0.4,0.0,2833.7,691.6,48.8,585.2,12.0,24.7,
10.31.14,4459.2,246.0,359.2,3854.0,706.0,359.8,64.3,4984.3,123.6,800.8,495.7,352.8,72.8,2.5,3136.1,3960.1,443.3,49.6,5.6,0.7,0.0,4459.2,1323.2,46.7,559.8,12.0,14.5,
10.30.14,3780.5,323.8,421.1,3035.5,1014.9,127.8,30.6,4208.8,68.2,840.1,440.0,352.8,72.8,2.3,2432.5,3357.3,375.8,42.1,4.7,0.6,0.0,3780.5,1348.0,43.1,517.4,12.0,17.0,
10.29.14,4843.0,359.5,295.0,4188.5,1021.2,328.9,71.1,5609.6,68.4,768.6,477.3,352.8,72.8,8.7,3861.1,4300.9,481.4,53.9,6.0,0.8,0.0,4843.0,981.9,42.2,506.9,12.0,12.1,
10.28.14,5436.4,402.1,393.9,4640.4,506.4,248.7,16.8,5412.3,99.7,1105.0,523.3,352.8,72.8,10.5,3248.2,4827.9,540.4,60.5,6.8,0.9,0.0,5436.4,2188.2,43.3,519.3,12.0,11.2,
10.27.14,5768.6,370.3,157.2,5241.1,1679.2,554.6,38.7,7513.6,98.6,1159.3,478.2,352.8,72.8,4.6,5347.3,5122.9,573.4,64.2,7.2,0.9,0.0,5768.6,421.3,40.3,484.0,12.0,9.2,
10.26.14,4610.4,315.0,273.7,4021.7,1562.1,210.3,28.1,5822.1,92.8,765.2,497.5,352.8,72.8,9.1,4031.9,4094.3,458.3,51.3,5.7,0.7,0.0,4610.4,578.4,46.6,559.3,12.0,13.9,
10.25.14,3933.3,374.7,109.8,3448.8,1291.3,380.9,19.6,5140.6,93.0,762.2,438.7,352.8,72.8,3.7,3417.3,3493.0,391.0,43.8,4.9,0.6,0.0,3933.3,516.0,42.5,510.3,12.0,14.8,
10.24.14,2522.5,247.3,61.6,2213.6,613.4,450.1,14.0,3291.0,92.1,979.8,429.5,352.8,72.8,5.2,1358.8,2240.1,250.7,28.1,3.1,0.4,0.0,2522.5,1163.7,43.4,520.8,12.0,23.5,
10.23.14,5547.8,267.0,196.5,5084.3,1354.6,341.6,74.5,6855.0,101.3,992.9,481.5,352.8,72.8,7.0,4846.7,4926.9,551.5,61.7,6.9,0.9,0.0,5547.8,701.2,41.6,498.8,12.0,9.8,
10.22.14,4984.7,386.4,82.6,4515.6,393.6,73.4,32.5,5015.3,77.6,1080.2,522.3,352.8,72.8,6.0,2903.6,4426.7,495.5,55.5,6.2,0.8,0.0,4984.7,2081.1,44.0,527.9,12.0,11.7,
10.21.14,5366.6,392.2,147.5,4827.0,450.0,393.2,35.8,5706.0,114.2,881.4,578.8,352.8,72.8,8.8,3697.3,4765.9,533.5,59.7,6.7,0.8,0.0,5366.6,1669.4,43.1,516.7,12.0,10.7,
10.20.14,3649.7,334.6,90.8,3224.2,463.8,122.0,56.5,3866.5,109.4,1114.5,580.0,352.8,72.8,5.1,1632.0,3241.2,362.8,40.6,4.5,0.6,0.0,3649.7,2017.7,47.7,572.9,12.0,17.8,
10.19.14,5934.1,352.1,292.8,5289.2,1419.6,530.4,70.5,7309.7,111.6,776.0,497.9,352.8,72.8,10.0,5488.4,5269.8,589.9,66.0,7.4,0.9,0.0,5934.1,445.6,48.5,581.7,12.0,11.0,
